x, y
60.59552904539335, 0.000009404674814189582
68.28784547531775, 0.000009404674814189582
76.47643232343611, 0
82.67989206317185, 0.000009404674814189582
91.36477204728757, 0
101.04219286779104, 0.000018809349628379165
108.73448657991192, 0.00009404416514963704
114.93796903745121, 0.0002351099823753828
118.90820053641278, 0.0003949842882320882
121.38957534518563, 0.0005924764323481322
124.61538985795468, 0.000827586414723515
126.35237039833854, 0.0010156738840253695
128.58562135691625, 0.0012319753777697928
131.31514273368785, 0.001457680685330986
