x, y
60.59552904539335, 0.000009404244990232343
64.81388439455009, 0.000009404244990232343
71.51363727028327, 0.00001880892047920537
77.22084930962865, 0.00006583057592910776
83.17618519916925, 0.00014106582734718857
89.13152108870983, 0.0002539184892249394
93.84614685606047, 0.00036677115110269026
97.56823178702334, 0.0004796238129804411
101.29031671798617, 0.000630093885317862
104.51613123075516, 0.0007429465471956128
107.99006959371934, 0.0009122255400122392
110.96773753848963, 0.0010532913673594276
113.69728163306476, 0.0012319750356650269
116.67494957783506, 0.0014106582734718855
118.66005396841409, 0.0015987461867677172
120.39703450879793, 0.0017680251795843434
122.63028546737566, 0.001984325827850872
124.11911943976081, 0.0021630094961564714
125.85607726234113, 0.00234169273396333
127.84120437072364, 0.002520376187019559
129.3300383431088, 0.0026896551798361854
131.31514273368785, 0.0028401254674229764
